"","ID","votos"
"1","10000000135",1512.47058823529
"2","10000000142",1557.96470588235
"3","10000000158",63463.8470588235
"4","10000000161",58433.5647058824
"5","10000000163",94514.9411764706
"6","10000000164",6045.08235294118
"7","10000000166",67988.6235294118
"8","10000000169",92494.2705882353
"9","10000000170",16321.2470588235
"10","10000000171",68545.9882352941
"11","10000000172",44473.0117647059
"12","10000000173",75266.2235294118
"13","10000000176",10204.7058823529
"14","10000000177",34921.8470588235
"15","10000000178",65038.8
"16","10000000179",30450.0117647059
"17","10000000180",12634.5882352941
"18","10000000327",987.070588235294
"19","10000000347",3362.85882352941
"20","10000000348",3772.63529411765
"21","10000000349",12975.0235294118
"22","10000000358",5731.76470588235
"23","10000000363",2878.49411764706
"24","10000000365",914.647058823529
"25","10000000366",1904.72941176471
"26","10000000367",1535.8
"27","10000000368",54837.0117647059
"28","10000000369",1342.88372093023
"29","10000000370",1404.27058823529
"30","10000000371",1954.12941176471
"31","10000000602",5041.34117647059
"32","10000000603",3898.2
"33","10000000607",38824.2117647059
"34","10000000608",8513.24705882353
"35","10000000609",13035.8255813953
"36","10000000610",9303.42352941176
"37","10000000611",1546.48314606742
"38","10000000613",107203.552941176
"39","10000000614",118300
"40","10000000615",67992.6117647059
"41","10000000616",116561.541176471
"42","10000000617",19238.1058823529
"43","10000000618",10829.8941176471
"44","10000000619",2239.18823529412
"45","10000000620",20641.6117647059
"46","10000000624",32366.4117647059
"47","10000000721",1512.47058823529
"48","10000000761",65746.6588235294
"49","20000000009",1261.65882352941
"50","20000000010",897.082352941177
"51","20000000019",5041.34117647059
"52","20000000023",1216.49411764706
"53","20000000024",643.529411764706
"54","20000000043",65597.1882352941
"55","20000000044",55378.7529411765
"56","20000000045",9331.87058823529
"57","20000000046",12732.8588235294
"58","20000000047",2606.15294117647
"59","20000000050",1991.08235294118
"60","20000000052",1692.18823529412
"61","20000000054",11182.5647058824
"62","20000000059",1450.14117647059
"63","20000000060",12818.1176470588
"64","20000000082",2427.23529411765
"65","20000000083",1117.73255813953
"66","20000000085",1478.95294117647
"67","20000000086",1478.95294117647
"68","20000000119",985.788235294118
"69","20000000126",2509.41176470588
"70","20000000127",114702.188235294
"71","20000000128",32412.2470588235
"72","20000000153",121836.129411765
"73","20000000156",66998.9294117647
"74","20000000157",2856.12941176471
"75","20000000158",1340.55813953488
"76","20000000159",1841.07058823529
"77","20000000160",7155.01176470588
"78","20000000167",123107.458823529
"79","20000000169",5796.69411764706
"80","20000000170",33818.7647058823
"81","20000000172",27699.7294117647
"82","20000000198",1281.21176470588
"83","20000000265",2610.91764705882
"84","20000000266",87341.3294117647
"85","20000000267",12745.9294117647
"86","20000000269",120631.976470588
"87","20000000270",1450.14117647059
"88","20000000271",2797.75294117647
"89","20000000272",1450.14117647059
"90","20000000273",50193.4235294118
"91","20000000274",76739.2352941177
"92","20000000277",32611.2470588235
"93","20000000278",41764.2941176471
"94","20000000280",12585.3764705882
"95","20000000281",34814.7411764706
"96","20000000282",36588.0352941176
"97","20000000283",19952.8117647059
"98","20000000284",30454.2
"99","20000000286",3741.69411764706
"100","20000000287",103448.129411765
"101","20000000289",40808.0470588235
"102","20000000364",8986.15294117647
"103","20000000367",2946.70588235294
"104","20000000369",68470.7647058823
"105","20000000373",16242.0117647059
"106","20000000380",107454.835294118
"107","20000000381",1932.50588235294
"108","20000000382",108382.070588235
"109","20000000385",12218.1294117647
"110","20000000391",4916.44705882353
"111","20000000393",946.070588235294
"112","20000000444",5104.94117647059
"113","20000000446",1514.45882352941
"114","20000000449",1662.17647058824
"115","20000000468",1067.88235294118
"116","20000000474",2511.57647058824
"117","20000000482",1218.92941176471
"118","20000000484",1067.88235294118
"119","20000000485",1067.88235294118
"120","20000000503",41960.3058823529
"121","20000000541",14855.1529411765
"122","30000000004",1897.1724137931
"123","30000000005",1415.01176470588
"124","30000000022",13339.3411764706
"125","30000000029",51445.7674418605
"126","30000000033",2722.90588235294
"127","30000000084",38259.9647058824
"128","30000000085",4321.70588235294
"129","30000000086",3799.95294117647
"130","30000000087",16483.0235294118
"131","30000000089",2719.31764705882
"132","30000000090",3045
"133","30000000091",3441.42352941176
"134","30000000092",3119.36470588235
"135","30000000108",3491.77647058824
"136","30000000116",49955.0941176471
"137","30000000117",2845.47058823529
"138","30000000118",62593.6588235294
"139","30000000119",109170.105882353
"140","30000000120",2022.16470588235
"141","30000000121",2166.2
"142","30000000122",13314.7529411765
"143","30000000123",1675.37647058824
"144","30000000124",14431.3294117647
"145","30000000142",8082.72941176471
"146","30000000143",6037.11764705882
"147","30000000144",984.546511627907
"148","30000000145",67545.2
"149","30000000146",7728.69411764706
"150","30000000147",3308.28235294118
"151","30000000148",49466.6705882353
"152","30000000149",984.546511627907
"153","30000000150",1428.49411764706
"154","30000000152",1297.34117647059
"155","30000000153",3314.97647058824
"156","30000000154",30424.9647058824
"157","30000000155",2466.16470588235
"158","30000000156",3468.6
"159","30000000157",34814.7411764706
"160","30000000158",36014.1976744186
"161","30000000159",10585.4588235294
"162","30000000160",2830.95294117647
"163","30000000161",1040.81176470588
"164","30000000165",1040.81176470588
"165","30000000338",115892.694117647
"166","30000000344",1040.81176470588
"167","30000000345",6515.36470588235
"168","30000000346",1441.11764705882
"169","30000000347",944.835294117647
"170","30000000348",1944.86046511628
"171","30000000349",14112.8588235294
"172","30000000350",2844.32941176471
"173","30000000351",1016.98823529412
"174","30000000352",968.858823529412
"175","30000000353",28831.1411764706
"176","30000000354",2610.91764705882
"177","30000000355",2030.65882352941
"178","30000000356",7327.88235294118
"179","30000000360",944.835294117647
"180","30000000462",55478.1058823529
"181","30000000463",1396.4
"182","30000000464",7931.34117647059
"183","30000000465",983.669902912621
"184","30000000466",58095.6470588235
"185","30000000467",10169.2941176471
"186","30000000468",49032.1764705882
"187","30000000469",76938.2
"188","30000000470",20159.2705882353
"189","30000000472",1034.31818181818
"190","30000000473",1034.31818181818
"191","30000000475",1034.31818181818
"192","30000000477",1034.31818181818
"193","30000000478",1833.34065934066
"194","30000000479",3541.75294117647
"195","30000000480",1705.38144329897
"196","30000000551",3888.96590909091
"197","30000000567",1034.31818181818
"198","30000000568",1034.31818181818
"199","40000000001",864.851063829787
"200","40000000003",1045.30588235294
"201","40000000077",106207.141176471
"202","40000000078",90041.8941176471
"203","40000000079",32810.6588235294
"204","40000000080",1218.23655913978
"205","40000000081",104669.858823529
"206","40000000082",116787.2
"207","40000000083",52987.4705882353
"208","40000000085",996.163043478261
"209","40000000086",121164.729411765
"210","40000000087",110969.988235294
"211","40000000088",1497.69411764706
"212","40000000089",76908.2941176471
"213","40000000090",1342.55681818182
"214","40000000091",3046.91764705882
"215","40000000092",1402.49411764706
"216","40000000093",4396.98823529412
"217","40000000094",2553.72727272727
"218","40000000095",12286.0235294118
"219","40000000096",7338.04705882353
"220","40000000097",1515.89411764706
"221","40000000098",1293.51764705882
"222","40000000185",1822.23529411765
"223","40000000338",2813.92941176471
"224","40000000339",12736.9294117647
"225","40000000340",33534.4117647059
"226","40000000341",41629.9176470588
"227","40000000342",6034.03529411765
"228","40000000344",2668.17647058824
"229","40000000345",130151.752941176
"230","40000000346",1440.58695652174
"231","40000000347",28151.3764705882
"232","40000000348",7876.6
"233","40000000349",130377.305882353
"234","40000000350",1229.25882352941
"235","40000000351",12970.7882352941
"236","40000000353",137215.788235294
"237","40000000601",8158.29411764706
"238","40000000602",11174.9764705882
"239","40000000616",1073.40697674419
"240","40000000617",1073.40697674419
"241","40000000640",1073.40697674419
"242","40000000713",1464.82352941176
"243","40000000718",1515.97647058824
"244","40000000719",3520.69411764706
"245","40000000720",2486.24705882353
"246","40000000722",1478.8
"247","40000000723",1535.8
"248","40000000744",1332.23958333333
"249","40000000746",1275.70588235294
"250","40000000749",6004.23529411765
"251","40000000750",1120.36781609195
"252","40000000752",1275.70588235294
"253","40000000753",1043.87912087912
"254","40000000862",2685.2
"255","40000000865",13284.8588235294
"256","40000000874",2043.5
"257","40000000961",661.882352941176
"258","40000001042",983.669902912621
"259","40000001121",10786.2117647059
"260","40000001202",1452.96470588235
"261","50000000003",2392.02352941176
"262","50000000005",1923.09411764706
"263","50000000008",7909.28235294118
"264","50000000010",1074.71681415929
"265","50000000011",1657.12941176471
"266","50000000012",1327.31395348837
"267","50000000014",1135.69411764706
"268","50000000016",1074.71681415929
"269","50000000017",3391.65882352941
"270","50000000019",1081.61176470588
"271","50000000020",1482.21176470588
"272","50000000024",1985.58823529412
"273","50000000027",5921.5632183908
"274","50000000035",6539.11764705882
"275","50000000039",1153.32183908046
"276","50000000042",1074.71681415929
"277","50000000043",1074.71681415929
"278","50000000051",2015.61176470588
"279","50000000053",3289.49411764706
"280","50000000061",2026.54117647059
"281","50000000066",12005.3529411765
"282","50000000068",1074.71681415929
"283","50000000072",1074.71681415929
